,time_SE3_AR,time_SE3_ARIMA,time_SE3_SARIMA,time_SE3_XGBoost,time_SE3_SVR,time_SE3_LSTM,time_SE3_GRU
0,0.3902301788330078,16.68656826019287,76.91689991950989,466.63972878456116,1.8347208499908447,354.25684928894043,349.25174856185913
