HourDK,DE,DK1,DK2,NO2,SE3,SE4
2017-03-01 01:00:00,29.57,27.2,27.2,29.83,27.2,27.2
2017-03-01 02:00:00,28.61,26.38,26.38,29.54,26.38,26.38
2017-03-01 03:00:00,25.52,25.52,25.52,29.65,25.52,25.52
2017-03-01 04:00:00,28.65,28.65,28.65,29.36,28.65,28.65
2017-03-01 05:00:00,29.98,29.98,29.98,29.98,29.98,29.98
2017-03-01 06:00:00,32.4,30.89,30.89,30.89,30.89,30.89
2017-03-01 07:00:00,41.96,32.04,32.04,32.04,32.04,32.04
2017-03-01 08:00:00,42.08,32.74,32.8,32.74,32.8,32.8
2017-03-01 09:00:00,39.99,32.71,32.72,32.71,32.72,32.72
2017-03-01 10:00:00,39.9,32.4,32.4,32.4,32.4,32.4
2017-03-01 11:00:00,36.92,32.2,32.2,32.2,32.2,32.2
2017-03-01 12:00:00,31.22,31.22,31.22,31.22,31.22,31.22
2017-03-01 13:00:00,30.74,30.74,30.74,30.74,30.74,30.74
2017-03-01 14:00:00,30.83,30.83,30.83,30.83,30.83,30.83
2017-03-01 15:00:00,32.16,31.5,31.5,31.5,31.5,31.5
2017-03-01 16:00:00,38.63,32.03,32.03,32.03,32.03,32.03
2017-03-01 17:00:00,46.82,32.48,32.48,32.48,32.48,32.48
2017-03-01 18:00:00,51.99,33.78,34.35,33.78,34.35,34.35
2017-03-01 19:00:00,49.68,32.4,32.4,32.4,32.4,32.4
2017-03-01 20:00:00,39.93,32.13,32.13,32.13,32.13,32.13
2017-03-01 21:00:00,34.9,31.68,31.68,31.68,31.68,31.68
2017-03-01 22:00:00,31.93,31.61,31.61,31.16,31.16,31.16
2017-03-01 23:00:00,29.7,29.7,29.7,30.14,29.7,29.7
2017-03-02 00:00:00,29.73,29.73,29.73,29.73,29.73,29.73
2017-03-02 01:00:00,29.49,29.49,29.31,29.36,29.31,29.31
2017-03-02 02:00:00,25.99,26.33,26.51,28.87,26.51,26.51
2017-03-02 03:00:00,26.0,26.55,26.55,28.82,26.55,26.55
2017-03-02 04:00:00,26.17,28.28,28.28,29.01,28.28,28.28
2017-03-02 05:00:00,26.04,29.63,29.97,29.97,29.97,29.97
2017-03-02 06:00:00,31.04,31.04,31.04,31.04,31.04,31.04
2017-03-02 07:00:00,33.57,33.57,33.57,32.5,33.23,33.57
2017-03-02 08:00:00,34.19,34.19,34.19,34.19,34.19,34.19
2017-03-02 09:00:00,30.85,32.66,32.66,32.66,32.66,32.66
2017-03-02 10:00:00,26.0,32.41,32.41,32.41,32.41,32.41
2017-03-02 11:00:00,25.08,32.24,32.24,32.24,32.24,32.24
2017-03-02 12:00:00,12.63,32.04,32.04,32.04,32.04,32.04
2017-03-02 13:00:00,10.45,31.7,31.7,31.7,31.7,31.7
2017-03-02 14:00:00,10.48,31.18,31.18,31.18,31.18,31.18
2017-03-02 15:00:00,25.01,31.07,31.07,31.07,31.07,31.07
2017-03-02 16:00:00,25.92,27.72,31.05,31.05,31.05,31.05
2017-03-02 17:00:00,32.17,32.17,32.17,32.12,32.17,32.17
2017-03-02 18:00:00,39.9,35.8,37.06,32.52,37.06,37.06
2017-03-02 19:00:00,38.91,32.02,32.02,32.02,32.02,32.02
2017-03-02 20:00:00,31.95,31.18,31.18,31.18,31.18,31.18
2017-03-02 21:00:00,30.47,30.47,30.47,30.47,30.47,30.47
2017-03-02 22:00:00,29.25,29.25,29.25,30.03,29.25,29.25
2017-03-02 23:00:00,25.07,25.07,25.07,29.94,27.14,27.14
2017-03-03 00:00:00,27.02,27.02,27.02,29.89,27.53,27.53
2017-03-03 01:00:00,26.47,26.47,26.47,29.93,26.47,26.47
2017-03-03 02:00:00,26.03,26.03,26.03,29.94,26.03,26.03
2017-03-03 03:00:00,28.99,28.13,28.13,29.57,28.13,28.13
2017-03-03 04:00:00,30.91,29.92,29.92,29.92,29.92,29.92
2017-03-03 05:00:00,32.36,30.79,30.79,30.79,30.79,30.79
2017-03-03 06:00:00,41.91,31.72,31.72,31.72,31.72,31.72
2017-03-03 07:00:00,48.0,32.33,32.33,32.33,32.33,32.33
2017-03-03 08:00:00,47.57,32.55,32.55,32.55,32.55,32.55
2017-03-03 09:00:00,46.5,32.42,32.42,32.42,32.42,32.42
2017-03-03 10:00:00,43.49,32.19,32.19,32.19,32.19,32.19
2017-03-03 11:00:00,43.47,31.96,31.96,31.96,31.96,31.96
2017-03-03 12:00:00,41.02,31.8,31.8,31.8,31.8,31.8
2017-03-03 13:00:00,39.83,31.58,31.58,31.58,31.58,31.58
2017-03-03 14:00:00,39.1,31.5,31.5,31.5,31.5,31.5
2017-03-03 15:00:00,38.6,30.81,31.46,31.46,31.46,31.46
2017-03-03 16:00:00,40.97,17.88,31.83,31.83,31.83,31.83
2017-03-03 17:00:00,41.91,38.85,38.85,32.57,32.57,38.85
2017-03-03 18:00:00,42.18,42.18,42.18,33.87,33.87,41.17
2017-03-03 19:00:00,44.95,32.83,32.83,32.83,32.83,32.83
2017-03-03 20:00:00,41.01,31.98,31.98,31.98,31.98,31.98
2017-03-03 21:00:00,35.29,31.73,31.73,31.73,31.73,31.73
2017-03-03 22:00:00,36.25,31.33,31.33,31.33,31.33,31.33
2017-03-03 23:00:00,34.56,30.87,30.87,30.87,30.87,30.87
2017-03-04 00:00:00,31.6,31.6,31.53,31.36,31.36,31.36
2017-03-04 01:00:00,30.25,30.25,30.32,30.32,30.32,30.32
2017-03-04 02:00:00,30.04,30.04,30.04,30.04,30.04,30.04
2017-03-04 03:00:00,28.44,28.44,28.44,29.38,28.61,28.61
2017-03-04 04:00:00,28.26,28.26,28.26,29.2,28.26,28.26
2017-03-04 05:00:00,29.22,29.22,29.22,29.94,29.22,29.22
2017-03-04 06:00:00,28.16,28.16,28.16,30.0,28.16,28.16
2017-03-04 07:00:00,30.0,29.86,29.86,30.26,29.86,29.86
2017-03-04 08:00:00,33.96,30.98,30.98,30.98,30.98,30.98
2017-03-04 09:00:00,39.34,31.46,31.46,31.46,31.46,31.46
2017-03-04 10:00:00,36.73,31.57,31.57,31.57,31.57,31.57
2017-03-04 11:00:00,36.69,31.15,31.15,31.15,31.15,31.15
2017-03-04 12:00:00,33.76,30.91,30.91,30.91,30.91,30.91
2017-03-04 13:00:00,31.44,30.68,30.68,30.68,30.68,30.68
2017-03-04 14:00:00,31.81,30.11,30.11,30.57,30.11,30.11
2017-03-04 15:00:00,33.67,27.91,29.93,30.57,29.93,29.93
2017-03-04 16:00:00,34.9,28.51,30.65,30.65,30.65,30.65
2017-03-04 17:00:00,40.44,31.13,31.13,31.13,31.13,31.13
2017-03-04 18:00:00,44.69,31.66,31.66,31.66,31.66,31.66
2017-03-04 19:00:00,47.25,29.12,31.01,31.01,31.01,31.01
2017-03-04 20:00:00,42.01,28.49,30.76,30.76,30.76,30.76
2017-03-04 21:00:00,35.07,22.14,30.58,30.58,30.58,30.58
2017-03-04 22:00:00,31.87,23.34,29.56,30.6,29.56,29.56
2017-03-04 23:00:00,22.68,10.39,22.68,30.54,26.13,26.13
2017-03-05 00:00:00,21.11,21.11,21.11,30.65,26.04,26.04
2017-03-05 01:00:00,15.44,15.44,15.44,30.28,25.02,25.02
2017-03-05 02:00:00,11.56,11.56,11.56,30.34,24.34,24.34
2017-03-05 03:00:00,10.6,10.6,10.6,30.19,24.29,24.29
2017-03-05 04:00:00,9.84,6.78,9.84,29.98,24.36,24.36
2017-03-05 05:00:00,8.06,3.02,8.06,29.94,24.66,24.66
2017-03-05 06:00:00,9.83,9.83,9.83,30.02,24.41,24.41
2017-03-05 07:00:00,9.13,9.13,9.13,29.98,25.47,25.47
2017-03-05 08:00:00,9.88,9.88,9.88,30.15,27.92,27.92
2017-03-05 09:00:00,11.32,11.32,15.45,30.53,29.79,29.79
2017-03-05 10:00:00,9.97,9.97,15.45,30.61,29.17,29.17
2017-03-05 11:00:00,10.0,10.0,29.15,30.59,29.15,29.15
2017-03-05 12:00:00,10.8,10.8,28.96,30.8,28.96,28.96
2017-03-05 13:00:00,9.96,9.96,28.71,30.51,28.71,28.71
2017-03-05 14:00:00,9.4,9.4,28.31,30.19,28.31,28.31
2017-03-05 15:00:00,9.96,9.96,28.56,30.1,28.56,28.56
2017-03-05 16:00:00,17.22,28.24,29.46,29.83,29.46,29.46
2017-03-05 17:00:00,30.03,30.03,30.8,30.8,30.8,30.8
2017-03-05 18:00:00,33.69,33.69,32.92,32.52,32.85,32.85
2017-03-05 19:00:00,37.95,34.29,34.29,33.18,33.36,33.36
2017-03-05 20:00:00,35.02,32.45,32.45,32.45,32.45,32.45
2017-03-05 21:00:00,32.85,31.8,31.8,31.8,31.8,31.8
2017-03-05 22:00:00,32.92,31.3,31.3,31.3,31.3,31.3
2017-03-05 23:00:00,31.67,30.66,30.66,30.66,30.66,30.66
2017-03-06 00:00:00,31.24,30.4,30.4,30.47,30.4,30.4
2017-03-06 01:00:00,29.04,29.04,29.04,30.0,29.04,29.04
2017-03-06 02:00:00,27.99,27.99,27.99,29.46,27.99,27.99
2017-03-06 03:00:00,25.35,25.35,25.35,29.54,26.58,26.58
2017-03-06 04:00:00,27.3,27.3,27.3,29.72,28.5,28.5
2017-03-06 05:00:00,29.07,29.07,30.57,30.57,30.57,30.57
2017-03-06 06:00:00,34.98,34.87,33.37,32.36,33.37,33.37
2017-03-06 07:00:00,42.4,35.87,35.87,34.46,35.87,35.87
2017-03-06 08:00:00,44.28,39.4,39.44,39.4,39.44,39.44
2017-03-06 09:00:00,47.03,38.04,38.04,38.04,38.04,38.04
2017-03-06 10:00:00,46.58,35.43,35.43,35.43,35.43,35.43
2017-03-06 11:00:00,46.36,34.13,34.13,34.13,34.13,34.13
2017-03-06 12:00:00,43.92,33.84,33.84,33.84,33.84,33.84
2017-03-06 13:00:00,39.9,33.39,33.39,33.39,33.39,33.39
2017-03-06 14:00:00,36.07,33.27,33.27,33.27,33.27,33.27
2017-03-06 15:00:00,39.9,32.92,32.92,32.92,32.92,32.92
2017-03-06 16:00:00,42.91,32.81,32.81,32.81,32.81,32.81
2017-03-06 17:00:00,46.15,33.82,37.27,33.82,37.27,37.27
2017-03-06 18:00:00,49.59,34.09,38.88,34.09,38.88,38.88
2017-03-06 19:00:00,51.66,33.79,34.95,33.79,34.95,34.95
2017-03-06 20:00:00,46.05,32.76,32.76,32.76,32.76,32.76
2017-03-06 21:00:00,37.4,32.38,32.38,32.38,32.38,32.38
2017-03-06 22:00:00,35.0,31.79,31.79,31.79,31.79,31.79
2017-03-06 23:00:00,31.93,31.16,31.16,31.16,31.16,31.16
2017-03-07 00:00:00,31.07,31.07,31.07,31.07,31.07,31.07
2017-03-07 01:00:00,30.01,30.01,30.01,30.46,30.01,30.01
2017-03-07 02:00:00,29.99,29.99,29.99,30.28,29.99,29.99
2017-03-07 03:00:00,29.64,29.64,29.64,30.62,29.64,29.64
2017-03-07 04:00:00,30.6,30.6,31.07,31.07,31.07,31.07
2017-03-07 05:00:00,32.98,32.98,32.52,32.52,32.52,32.52
2017-03-07 06:00:00,36.0,36.0,36.0,34.73,36.0,36.0
2017-03-07 07:00:00,50.19,48.58,48.58,48.58,48.58,48.58
2017-03-07 08:00:00,54.25,52.66,52.66,52.66,52.66,52.66
2017-03-07 09:00:00,54.1,52.37,52.37,52.37,52.37,52.37
2017-03-07 10:00:00,53.93,52.21,52.21,52.21,52.21,52.21
2017-03-07 11:00:00,51.54,49.97,49.97,49.97,49.97,49.97
2017-03-07 12:00:00,49.9,47.35,47.35,47.35,47.35,47.35
2017-03-07 13:00:00,49.07,47.32,47.32,47.32,47.32,47.32
2017-03-07 14:00:00,48.69,46.13,46.13,46.13,46.13,46.13
2017-03-07 15:00:00,47.75,43.19,43.19,43.19,43.19,43.19
2017-03-07 16:00:00,48.0,42.09,42.09,39.73,42.09,42.09
2017-03-07 17:00:00,50.31,49.1,49.1,39.11,49.1,49.1
2017-03-07 18:00:00,57.52,56.14,56.14,55.68,56.14,56.14
2017-03-07 19:00:00,61.05,47.75,47.75,47.75,47.75,47.75
2017-03-07 20:00:00,51.93,40.87,40.87,39.19,39.19,40.87
2017-03-07 21:00:00,43.93,37.08,37.08,37.08,37.08,37.08
2017-03-07 22:00:00,41.94,34.97,34.97,34.97,34.97,34.97
2017-03-07 23:00:00,33.73,32.84,32.84,32.84,32.84,32.84
2017-03-08 00:00:00,33.98,32.51,32.51,32.51,32.51,32.51
2017-03-08 01:00:00,32.76,31.98,31.98,31.98,31.98,31.98
2017-03-08 02:00:00,32.0,31.55,31.55,31.55,31.55,31.55
2017-03-08 03:00:00,31.38,31.38,31.38,31.38,31.38,31.38
2017-03-08 04:00:00,31.2,31.2,31.2,31.2,31.2,31.2
2017-03-08 05:00:00,32.06,32.06,32.06,32.06,32.06,32.06
2017-03-08 06:00:00,41.04,35.0,35.0,35.0,35.0,35.0
2017-03-08 07:00:00,49.61,41.57,41.57,41.57,41.57,41.57
2017-03-08 08:00:00,49.93,44.53,44.53,38.5,44.53,44.53
2017-03-08 09:00:00,43.44,40.33,40.33,37.18,40.33,40.33
2017-03-08 10:00:00,41.0,36.15,36.15,35.98,36.15,36.15
2017-03-08 11:00:00,38.1,34.18,34.18,34.18,34.18,34.18
2017-03-08 12:00:00,34.16,33.34,33.34,33.34,33.34,33.34
2017-03-08 13:00:00,33.65,32.84,32.84,32.84,32.84,32.84
2017-03-08 14:00:00,35.01,32.8,32.8,32.8,32.8,32.8
2017-03-08 15:00:00,33.7,32.62,32.62,32.62,32.62,32.62
2017-03-08 16:00:00,34.03,32.54,32.54,32.54,32.54,32.54
2017-03-08 17:00:00,35.74,32.94,32.94,32.94,32.94,32.94
2017-03-08 18:00:00,42.05,33.72,33.72,33.72,33.72,33.72
2017-03-08 19:00:00,42.0,33.24,33.24,33.24,33.24,33.24
2017-03-08 20:00:00,34.15,32.67,32.67,32.67,32.67,32.67
2017-03-08 21:00:00,31.85,31.85,31.85,31.85,31.85,31.85
2017-03-08 22:00:00,32.14,31.37,31.37,31.37,31.37,31.37
2017-03-08 23:00:00,28.97,28.97,28.97,30.83,28.97,28.97
2017-03-09 00:00:00,30.66,30.16,29.92,30.2,29.92,29.92
2017-03-09 01:00:00,30.56,30.05,29.82,30.05,29.82,29.82
2017-03-09 02:00:00,29.78,29.78,29.06,30.0,29.06,29.06
2017-03-09 03:00:00,29.3,29.3,29.3,29.9,29.3,29.3
2017-03-09 04:00:00,29.28,29.28,29.28,30.04,29.28,29.28
2017-03-09 05:00:00,31.12,31.12,31.12,31.12,31.12,31.12
2017-03-09 06:00:00,41.59,32.98,32.98,32.75,32.98,32.98
2017-03-09 07:00:00,48.67,34.21,34.21,33.69,34.21,34.21
2017-03-09 08:00:00,50.02,35.96,35.96,35.96,35.96,35.96
2017-03-09 09:00:00,49.02,34.58,34.58,34.58,34.58,34.58
2017-03-09 10:00:00,48.62,34.22,34.22,34.22,34.22,34.22
2017-03-09 11:00:00,47.16,33.56,33.56,33.56,33.56,33.56
2017-03-09 12:00:00,43.82,33.19,33.19,33.19,33.19,33.19
2017-03-09 13:00:00,41.85,32.91,32.91,32.91,32.91,32.91
2017-03-09 14:00:00,38.09,32.69,32.69,32.69,32.69,32.69
2017-03-09 15:00:00,36.69,32.69,32.69,32.69,32.69,32.69
2017-03-09 16:00:00,35.3,32.76,32.76,32.76,32.76,32.76
2017-03-09 17:00:00,41.47,33.3,33.3,33.3,33.3,33.3
2017-03-09 18:00:00,44.82,33.86,43.75,33.86,33.86,43.75
2017-03-09 19:00:00,42.84,32.86,32.86,32.86,32.86,32.86
2017-03-09 20:00:00,33.34,32.32,32.32,32.32,32.32,32.32
2017-03-09 21:00:00,33.02,32.27,32.27,32.27,32.27,32.27
2017-03-09 22:00:00,31.51,31.11,31.11,31.11,31.11,31.11
2017-03-09 23:00:00,28.82,28.82,29.21,30.2,29.24,29.24
2017-03-10 00:00:00,20.82,20.82,20.82,29.71,28.63,28.63
2017-03-10 01:00:00,18.18,18.18,18.18,29.62,28.04,28.04
2017-03-10 02:00:00,12.01,12.01,12.01,29.68,27.44,27.44
2017-03-10 03:00:00,18.09,18.09,18.09,29.66,27.65,27.65
2017-03-10 04:00:00,26.96,26.96,26.96,29.62,29.62,29.62
2017-03-10 05:00:00,28.59,28.59,28.59,30.42,30.42,30.42
2017-03-10 06:00:00,31.9,31.9,31.9,31.89,31.9,31.9
2017-03-10 07:00:00,41.98,33.47,33.47,32.38,33.47,33.47
2017-03-10 08:00:00,41.93,33.93,33.93,33.2,33.93,33.93
2017-03-10 09:00:00,36.96,32.56,32.56,32.56,32.56,32.56
2017-03-10 10:00:00,33.02,32.43,32.43,32.43,32.43,32.43
2017-03-10 11:00:00,32.09,32.09,32.09,32.09,32.09,32.09
2017-03-10 12:00:00,31.51,31.51,31.51,31.51,31.51,31.51
2017-03-10 13:00:00,31.31,31.31,31.31,31.31,31.31,31.31
2017-03-10 14:00:00,31.26,31.26,31.26,31.26,31.26,31.26
2017-03-10 15:00:00,32.11,31.59,31.59,31.59,31.59,31.59
2017-03-10 16:00:00,36.07,32.09,32.09,32.09,32.09,32.09
2017-03-10 17:00:00,40.37,33.16,33.16,33.16,33.16,33.16
2017-03-10 18:00:00,49.17,36.63,36.63,33.97,36.63,36.63
2017-03-10 19:00:00,53.56,33.33,33.33,33.33,33.33,33.33
2017-03-10 20:00:00,45.88,32.46,32.46,32.46,32.46,32.46
2017-03-10 21:00:00,39.67,32.34,32.34,32.34,32.34,32.34
2017-03-10 22:00:00,37.71,32.21,32.21,32.21,32.21,32.21
2017-03-10 23:00:00,34.25,31.92,31.92,31.92,31.92,31.92
2017-03-11 00:00:00,33.02,31.16,31.16,31.16,31.16,31.16
2017-03-11 01:00:00,31.24,30.49,30.49,30.49,30.49,30.49
2017-03-11 02:00:00,30.13,30.13,30.13,30.13,30.13,30.13
2017-03-11 03:00:00,29.64,29.64,29.64,29.64,29.64,29.64
2017-03-11 04:00:00,29.07,29.07,29.07,29.34,29.07,29.07
2017-03-11 05:00:00,30.0,30.0,30.0,30.0,30.0,30.0
2017-03-11 06:00:00,31.77,31.28,31.28,31.01,31.01,31.01
2017-03-11 07:00:00,32.4,31.26,31.26,31.26,31.26,31.26
2017-03-11 08:00:00,35.0,31.69,31.69,31.69,31.69,31.69
2017-03-11 09:00:00,35.05,32.36,32.36,32.36,32.36,32.36
2017-03-11 10:00:00,33.0,32.21,32.21,32.21,32.21,32.21
2017-03-11 11:00:00,31.41,31.41,31.41,31.41,31.41,31.41
2017-03-11 12:00:00,31.07,31.07,31.07,31.07,31.07,31.07
2017-03-11 13:00:00,30.19,30.19,30.19,30.19,30.19,30.19
2017-03-11 14:00:00,29.85,29.85,29.85,29.85,29.85,29.85
2017-03-11 15:00:00,29.98,29.98,29.98,29.98,29.98,29.98
2017-03-11 16:00:00,30.81,30.81,30.81,30.81,30.81,30.81
2017-03-11 17:00:00,34.66,32.68,32.68,32.68,32.68,32.68
2017-03-11 18:00:00,43.97,33.68,33.68,33.68,33.68,33.68
2017-03-11 19:00:00,45.91,33.01,33.01,33.01,33.01,33.01
2017-03-11 20:00:00,38.1,31.52,31.52,31.52,31.52,31.52
2017-03-11 21:00:00,32.26,31.23,31.23,31.23,31.23,31.23
2017-03-11 22:00:00,32.11,31.08,31.08,31.08,31.08,31.08
2017-03-11 23:00:00,30.05,30.05,30.05,30.05,30.05,30.05
2017-03-12 00:00:00,27.9,27.9,28.75,29.57,28.75,28.75
2017-03-12 01:00:00,25.4,25.4,28.21,28.36,28.21,28.21
2017-03-12 02:00:00,20.36,26.69,26.69,28.09,26.69,26.69
2017-03-12 03:00:00,13.92,26.9,26.9,27.66,26.9,26.9
2017-03-12 04:00:00,10.88,26.13,26.13,27.87,26.13,26.13
2017-03-12 05:00:00,11.95,28.51,28.51,28.51,28.51,28.51
2017-03-12 06:00:00,13.92,28.29,28.29,28.72,28.29,28.29
2017-03-12 07:00:00,11.21,28.75,28.75,28.75,28.75,28.75
2017-03-12 08:00:00,10.97,29.3,29.3,29.3,29.3,29.3
2017-03-12 09:00:00,13.28,29.59,29.59,29.59,29.59,29.59
2017-03-12 10:00:00,10.18,29.7,29.7,29.7,29.7,29.7
2017-03-12 11:00:00,15.63,29.43,29.43,29.43,29.43,29.43
2017-03-12 12:00:00,9.6,29.4,29.4,29.4,29.4,29.4
2017-03-12 13:00:00,12.21,28.98,28.98,28.98,28.98,28.98
2017-03-12 14:00:00,9.55,28.92,28.92,28.92,28.92,28.92
2017-03-12 15:00:00,11.93,28.9,28.9,28.9,28.9,28.9
2017-03-12 16:00:00,11.0,29.19,29.19,29.19,29.19,29.19
2017-03-12 17:00:00,26.9,29.7,29.7,29.7,29.7,29.7
2017-03-12 18:00:00,31.15,31.15,31.15,31.15,31.15,31.15
2017-03-12 19:00:00,31.35,31.35,31.35,31.35,31.35,31.35
2017-03-12 20:00:00,30.69,30.69,30.69,30.69,30.69,30.69
2017-03-12 21:00:00,30.62,30.62,30.62,30.62,30.62,30.62
2017-03-12 22:00:00,30.4,30.4,30.4,30.4,30.4,30.4
2017-03-12 23:00:00,29.34,29.34,29.34,29.62,29.34,29.34
2017-03-13 00:00:00,27.04,27.04,27.04,29.19,27.04,27.04
2017-03-13 01:00:00,26.82,26.82,26.82,28.73,26.82,26.82
2017-03-13 02:00:00,26.9,26.9,26.9,28.86,26.9,26.9
2017-03-13 03:00:00,27.02,27.02,27.02,29.1,27.69,27.69
2017-03-13 04:00:00,27.77,27.77,27.77,29.27,29.27,29.27
2017-03-13 05:00:00,29.64,29.64,30.79,30.79,30.79,30.79
2017-03-13 06:00:00,33.83,33.83,32.68,31.87,32.68,32.68
2017-03-13 07:00:00,41.0,40.01,40.02,34.02,37.68,40.02
2017-03-13 08:00:00,42.86,42.53,42.53,34.71,42.53,42.53
2017-03-13 09:00:00,40.0,40.0,40.0,34.09,37.39,40.0
2017-03-13 10:00:00,34.57,34.57,34.57,33.47,34.39,34.57
2017-03-13 11:00:00,32.89,32.89,32.89,32.63,32.84,32.89
2017-03-13 12:00:00,31.97,31.97,31.97,31.97,31.97,31.97
2017-03-13 13:00:00,32.2,32.2,32.2,31.95,31.95,32.2
2017-03-13 14:00:00,31.7,31.7,31.7,31.7,31.7,31.7
2017-03-13 15:00:00,32.0,31.78,31.78,31.78,31.78,31.78
2017-03-13 16:00:00,36.61,35.74,35.74,31.87,31.87,35.74
2017-03-13 17:00:00,41.82,40.82,40.82,32.26,32.26,40.82
2017-03-13 18:00:00,49.9,48.7,48.7,32.98,32.98,48.7
2017-03-13 19:00:00,56.99,47.75,48.2,31.96,31.96,48.2
2017-03-13 20:00:00,49.51,38.42,38.42,31.53,31.53,38.42
2017-03-13 21:00:00,44.94,31.3,31.3,31.3,31.3,31.3
2017-03-13 22:00:00,39.96,30.74,30.74,30.74,30.74,30.74
2017-03-13 23:00:00,33.55,30.18,30.18,30.18,30.18,30.18
2017-03-14 00:00:00,29.58,29.58,28.87,29.71,28.87,28.87
2017-03-14 01:00:00,28.61,28.61,27.93,29.25,27.93,27.93
2017-03-14 02:00:00,27.73,27.73,27.07,28.88,27.07,27.07
2017-03-14 03:00:00,27.75,27.75,27.08,28.86,27.08,27.08
2017-03-14 04:00:00,28.43,28.43,28.43,29.18,28.43,28.43
2017-03-14 05:00:00,29.49,29.49,29.57,29.57,29.57,29.57
2017-03-14 06:00:00,37.72,31.49,31.49,31.49,31.49,31.49
2017-03-14 07:00:00,44.92,32.87,40.05,32.79,32.79,40.05
2017-03-14 08:00:00,47.1,32.87,40.24,32.87,32.87,40.24
2017-03-14 09:00:00,43.97,31.94,40.26,31.94,31.94,40.26
2017-03-14 10:00:00,41.93,31.57,40.08,31.57,31.57,40.08
2017-03-14 11:00:00,37.19,31.2,31.2,31.2,31.2,31.2
2017-03-14 12:00:00,31.08,30.34,30.34,30.34,30.34,30.34
2017-03-14 13:00:00,30.08,29.84,29.84,29.84,29.84,29.84
2017-03-14 14:00:00,30.08,29.51,29.51,29.51,29.51,29.51
2017-03-14 15:00:00,30.16,29.43,29.43,29.43,29.43,29.43
2017-03-14 16:00:00,35.0,29.7,29.7,29.7,29.7,29.7
2017-03-14 17:00:00,41.15,29.98,29.98,29.98,29.98,29.98
2017-03-14 18:00:00,45.58,30.87,30.87,30.87,30.87,30.87
2017-03-14 19:00:00,45.46,30.31,30.31,30.31,30.31,30.31
2017-03-14 20:00:00,35.85,28.23,28.23,30.07,28.23,28.23
2017-03-14 21:00:00,28.99,25.5,25.5,29.88,25.5,25.5
2017-03-14 22:00:00,28.08,23.15,23.15,29.76,23.15,23.15
2017-03-14 23:00:00,23.44,8.36,17.31,29.36,17.31,17.31
2017-03-15 00:00:00,22.21,0.01,0.01,29.39,4.09,4.09
2017-03-15 01:00:00,21.14,-4.06,-4.06,29.15,4.07,4.07
2017-03-15 02:00:00,18.65,-0.71,-0.71,29.09,4.05,4.05
2017-03-15 03:00:00,20.16,0.05,0.05,29.39,4.06,4.06
2017-03-15 04:00:00,24.03,4.56,4.56,29.51,4.56,4.56
2017-03-15 05:00:00,28.05,23.59,23.59,29.26,23.59,23.59
2017-03-15 06:00:00,34.96,29.64,29.64,29.91,29.64,29.64
2017-03-15 07:00:00,40.98,30.85,30.85,30.85,30.85,30.85
2017-03-15 08:00:00,40.97,31.06,31.06,31.06,31.06,31.06
2017-03-15 09:00:00,38.99,30.63,30.63,30.63,30.63,30.63
2017-03-15 10:00:00,34.94,30.31,30.31,30.31,30.31,30.31
2017-03-15 11:00:00,33.07,29.87,29.87,30.03,29.87,29.87
2017-03-15 12:00:00,32.14,29.01,29.01,30.01,29.01,29.01
2017-03-15 13:00:00,31.5,28.36,28.36,29.95,28.36,28.36
2017-03-15 14:00:00,31.42,28.12,28.12,29.98,28.12,28.12
2017-03-15 15:00:00,32.4,27.89,27.89,29.98,27.89,27.89
2017-03-15 16:00:00,33.06,29.08,29.08,30.03,29.08,29.08
2017-03-15 17:00:00,41.0,30.45,30.45,30.45,30.45,30.45
2017-03-15 18:00:00,47.97,31.06,31.06,31.06,31.06,31.06
2017-03-15 19:00:00,52.09,30.95,30.95,30.95,30.95,30.95
2017-03-15 20:00:00,43.9,30.86,30.86,30.86,30.44,30.44
2017-03-15 21:00:00,38.1,30.69,30.69,30.69,30.01,30.01
2017-03-15 22:00:00,34.82,28.05,28.05,30.41,28.05,28.05
2017-03-15 23:00:00,31.59,23.6,23.6,30.03,23.6,23.6
2017-03-16 00:00:00,29.99,21.08,21.08,29.72,21.08,21.08
2017-03-16 01:00:00,29.84,21.03,21.03,29.59,21.03,21.03
2017-03-16 02:00:00,28.14,21.71,21.71,29.52,21.71,21.71
2017-03-16 03:00:00,28.29,25.92,23.1,29.23,23.1,23.1
2017-03-16 04:00:00,29.37,29.37,27.44,29.37,27.44,27.44
2017-03-16 05:00:00,30.0,29.7,29.7,29.7,29.7,29.7
2017-03-16 06:00:00,38.48,30.76,30.76,30.76,30.76,30.76
2017-03-16 07:00:00,45.18,32.52,32.52,32.52,32.52,32.52
2017-03-16 08:00:00,40.95,35.67,35.67,35.67,35.67,35.67
2017-03-16 09:00:00,36.15,35.28,35.28,34.84,34.9,35.28
2017-03-16 10:00:00,32.94,32.94,32.94,32.94,32.94,32.94
2017-03-16 11:00:00,31.87,31.87,31.87,31.87,31.87,31.87
2017-03-16 12:00:00,30.49,30.49,30.87,30.87,30.87,30.87
2017-03-16 13:00:00,30.45,30.45,30.45,30.45,30.45,30.45
2017-03-16 14:00:00,30.19,30.19,30.19,30.19,30.19,30.19
2017-03-16 15:00:00,30.28,30.28,30.28,30.28,30.28,30.28
2017-03-16 16:00:00,33.5,30.52,32.69,30.52,30.52,32.69
2017-03-16 17:00:00,39.9,30.69,38.95,30.69,30.69,38.95
