,time_SE4_AR,time_SE4_ARIMA,time_SE4_SARIMA,time_SE4_XGBoost,time_SE4_SVR,time_SE4_LSTM,time_SE4_GRU
0,1.0532071590423584,20.007020711898804,91.82104301452637,540.7549178600311,2.0969319343566895,357.63099336624146,332.9770996570587
