,time_NO2_AR,time_NO2_ARIMA,time_NO2_SARIMA,time_NO2_XGBoost,time_NO2_SVR,time_NO2_LSTM,time_NO2_GRU
0,1.598555564880371,30.03199553489685,148.74093008041382,456.9985682964325,0.862943172454834,344.26259756088257,321.4547588825226
