,time_DK1_AR,time_DK1_ARIMA,time_DK1_SARIMA,time_DK1_XGBoost,time_DK1_SVR,time_DK1_LSTM,time_DK1_GRU
0,1.2672622203826904,10.72033429145813,40.58814978599548,506.1418128013611,1.6150212287902832,349.8036949634552,349.6660666465759
