,time_DK2_AR,time_DK2_ARIMA,time_DK2_SARIMA,time_DK2_XGBoost,time_DK2_SVR,time_DK2_LSTM,time_DK2_GRU
0,0.760983943939209,12.803590536117554,63.53166437149048,480.8073260784149,1.5555133819580078,408.6617262363434,366.2390604019165
